anio,trimestre,provincia,velocidad_promedio,total_accesos
2024,2,CORRIENTES,114.56075862068965,156475
2024,2,ENTRE RIOS,94.6506,294311
2024,2,FORMOSA,86.97072,62950
2024,2,JUJUY,127.93144827586205,119684
2024,2,LA PAMPA,100.44170588235295,123263
2024,2,LA RIOJA,95.92783333333334,87481
2024,2,MENDOZA,91.35183783783783,301653
2024,2,MISIONES,119.04581818181818,206554
2024,2,NEUQUEN,97.33929032258065,163542
2024,2,RIO NEGRO,136.94090476190476,172041
2024,2,SALTA,159.64337142857144,201341
2024,2,SAN JUAN,68.84544827586207,105990
2024,2,SAN LUIS,133.97364285714286,157609
2024,2,SANTA CRUZ,54.758645161290325,83461
2024,2,SANTA FE,145.28335849056603,930973
2024,2,SANTIAGO DEL ESTERO,100.05421428571428,125314
2024,2,TIERRA DEL FUEGO,114.25818749999999,61409
2024,2,TUCUMAN,97.73622857142857,266914
